CRS_CODE,CRS_NAME
UBMMEDSING01,"MB,BS Medicine"
UBSEARASPS01,BSc Earth and Space Science
UBSEARSCBD01,BSc Combined Sciences
UBSEARSEGS01,BSc Environmental Geoscience
UBSEARSEXP01,BSc Exploration Geophysics
UBLLAWSADV01,LLB Law with Advanced Studies
UBLLAWSALS01,LLB Law with Another Legal System
UBLLAWSGRL01,LLB Law with German Law
UBLLAWSHSL01,LLB Law with Hispanic Law
UBLLAWSING01,LLB Law
UBNBENSING01,BEng Biochemical Engineering
UBNCENSING01,BEng Chemical Engineering
UBNEENSEEE01,BEng Electronic and Electrical Engineering
UBNEENWCOM01,BEng Electronic Engineering with Computer Sci
UBNENVSING01,BEng Environmental Engineering
UBNGEMSGEI01,BEng Geospatial & Environmental Informn Mangmnt
UBNGEMSGEO01,BEng Geoinformatics
UBNMECSING01,BEng Mechanical Engineering
UBNMECWBFN01,BEng Engineering with Business Finance
UBNNAVAMAR01,BEng Naval Architecture and Marine Engineering
UBSANASDEV01,BSc Anatomy and Developmental Biology
UBSANASNEU01,BSc Neuroscience
UBSANTAGEO01,BSc Anthropology and Geography
UBSARCSCON01,BSc Construction Management
UBSARCSING01,BSc Architecture
UBSARCSPBE01,"BSc Architecture, Planning, Build & Env Studs"
UBSARCSPMS01,BSc Project Management for Construction (Sndwch)
UBSARCSPRT01,"BSc Architecture, Planning, B & ES (Prof)"
UBSARCSTCP01,BSc Town and Country Planning
UBSARCSUDM01,"BSc Urban Planning, Design and Management"
UBAFREAAAL01,BA French and an Asian or African Language
UBAFREAGER01,BA French and German
UBAFREAPHI01,BA French and Philosophy
UBAFREASCA01,BA French and Scandinavian Studies
UBAFREASPA01,BA French and Spanish
UBAFRESING01,BA French
UBAFREWFLM01,BA French with Film Studies
UBAFSHAEES01,BA Finnish and East European Studies
UBAGEOSING01,BA Geography
UBAGERAITA01,BA German and Italian
UBAGERAJEW01,BA German and Jewish Studies
UBAGERASCA01,BA German and Scandinavian Studies
UBAGERASPA01,BA German and Spanish
UBAGERSING01,BA German
UBAHEBSING01,BA Hebrew
UBAHISAEGY01,BA Ancient History and Egyptology
UBAHISAHAR01,BA History and History of Art
UBAHISSANC01,BA Ancient History
UBAHISWABR01,BA History with a Year Abroad
UBAHISWEUR01,BA History with a European Language
UBAHSEAJEW01,BA History (Cent & East Eur) and Jewish Studies
UBAHSESING01,BA History
UBAHUNAEES01,BA Hungarian and East European Studies
UBAITAABUS01,BA Italian and Business Studies
UBAITAAJEW01,BA Italian and Jewish Studies
UBAITAALAT01,BA Italian and Latin
UBAITAAMAN01,BA Italian and Management Studies
UBAITASING01,BA Italian
UBSBOLSING01,BSc Biology
UBSCHESMED01,BSc Medicinal Chemistry
UBSCHESPHY01,BSc Chemical Physics
UBSCHEWEUR01,BSc Chemistry with a European Language
UBSCHEWMAN01,BSc Chemistry with Management Studies
UBSCHEWMAT01,BSc Chemistry with Mathematics
UBSCOMSING01,BSc Computer Science
UBAJEWSING01,BA Jewish History
UBALINSINT01,BA Linguistics (International Programme)
UBAMESSING01,BA Modern European Studies
UBAPHIAECO01,BA Philosophy and Economics
UBAPHIAGRE01,BA Philosophy and Greek
UBAPHIAHAR01,BA Philosophy and History of Art
UBAPOLWEEA01,BA Politics w East European Studies w a Yr Abrd
UBAPSHAEES01,BA Polish and East European Studies
UBAROMAEES01,BA Romanian and East European Studies
UBARUSAEEL01,BA Russian and an East European Language
UBARUSAFRE01,BA Russian and French
UBARUSAGER01,BA Russian and German
UBARUSAHSE01,BA Russian and History
UBARUSSING01,BA Russian Studies
UBARUSWEEL01,BA Russian with an East European Language
UBARUSWMAN01,BA Russian with Management Studies
UBASCAAHIS01,BA Scandinavian Studies and History
UBASCASVIK01,BA Viking Studies
UBASCAWMAN01,BA Scandinavian Studies with Management Studies
XICBKBXXXX01,Intercoll Birkbeck
XICCOUXXXX01,Intercoll Courtauld Inst
XICCXWXXXX01,Intercoll CXWMS
XICGOLXXXX01,Intercoll Goldsmiths'
XICHEYXXXX01,Intercoll Heythrop College
XICIMPXXXX01,Intercoll Imperial
XICKCLXXXX01,Intercoll King's
XICLBSXXXX01,Intercoll London Business School
XICLSEXXXX01,Intercoll LSE
XICQMLXXXX01,Intercoll Queen Mary
XICRHLXXXX01,Intercoll Royal Holloway
XICSGHXXXX01,Intercoll St. George's HMS
XICSOAXXXX01,Intercoll SOAS
XICUMDXXXX01,Intercoll UMDS
XICUSSXXXX01,Intercoll United States Studies
XXXSABXXXX01,Affil - Cat 2 Union Sabbatical Year
UBLLAWSEGL01,LLB English and German Law
XICIHRXXXX01,Intercoll Institute of Historical Research
UMSNATSING01,MSci Natural Sciences
RRDPATSING01,Research Degree:  Pathology
RRDPATSING02,Research Degree:  Pathology
UAFLNGSEAP01,Affiliate English for Academic Purposes
UBSNATSING01,BSc Natural Sciences
RRDHAESING01,Research Degree: Haematology
TPPSTISING01,PG Dip Sexually Transmitted Infections and HIV
TPPPRISHEA01,PG Dip Primary Health Care
TCPPRISHEA01,PG Cert Primary Health Care
TPPEDISCDS01,PG Dip Clinical Dental Science
TPPSPOSING01,PG Dip Sports and Exercise Medicine
TCPICHSINH01,Euro PG Cert International Health
TPPIFCSMYC01,PG Dip Medical Mycology
TPPONCSCTE01,PG Dip Clin Trials & Epidemiolog Studs in Cancer
TPPIFCSTHM01,PG Dip Travel Health and Medicine
TCPIFCSTHM01,PG Cert Travel Health and Medicine
TCPICHSICH01,PG Cert International Child Health
TPPPHLSHPX01,PG Dip Human Performance under Extreme Condits
TPPPHLSCLX01,PG Dip Clinical Exercise
TPPEINSAUS01,PG Dip Audiological Science
TPPEINSCCA01,PG Dip Clinical Competency in Audiology
TPPEINSVOI01,PG Dip Voice Pathology
TPPBOLSGMM01,PG Dip General and Medical Microbiology
TPPIMMSMMD01,PG Dip Molecular Medicine
TCPIMMSMMD01,PG Cert Molecular Medicine
TPPHYPSDEN01,PG Dip Hypnosis Applied to Dentistry (Modular)
TPPHYPSCLA01,PG Dip Clinical and Applied Hypnosis (Modular)
TMSPSYSPDN01,MSc Psychodynamic Developmental Neuroscience
TMSPSYSPDP06,MSc Psychoanalytic Developmental Psychology
TPPPSYSPDD01,PG Dip Psychodynamic Developmental Psychopathy
TPPPSYSPDP01,PG Dip Psychoanalytic Developmental Psychology
TPPGEOSCON01,PG Dip Conservation
TPPRPHSING01,PG Dip Radiation Physics
TPPSPSSTEC01,PG Dip Spacecraft Tech. & Satellite Comms
TPPSPSSING01,PG Dip Space Science
TPPPHYSING01,PG Dip Physics
TPPASTSPHY01,PG Dip Astrophysics
TPPEARSHYD01,PG Dip Hydrogeology
TPPCOMSING01,PG Dip Computer Science
TPPCHISHIN01,PG Dip Health Informatics
TPPGEMSSVY01,PG Dip Surveying
TPPPHTWREM01,PG Dip Photogrammetry with Remote Sensing
TPPCIVSING01,PG Dip Civil Engineering
TPPMECSMAR01,PG Dip Marine Engineering
TPPDEFSING01,PG Dip Defence Systems Engineering
TCPDEFSING01,PG Cert Defence Systems Engineering
TPPREFSING01,PG Dip Refrigeration and Air-Conditioning
TPPMECSING01,PG Dip Mechanical Engineering
TPPOCESSUB01,PG Dip Ocean and Subsea Engineering
TCPPETSING01,PG Cert Petroleum Technology
TPPEENSMIC01,PG Dip Microwaves and Optoelectronics
TPPBENSING01,PG Dip Biochemical Engineering
TPPNAVSING01,PG Dip Naval Architecture
TPPHCISERG06,PG Dip Human-Computer Interaction with Ergonomics
TPPBLTSING01,PG Dip Built Environment
TCPBLTSING01,PG Cert Built Environment
TPPBLTSAAS01,PG Dip Built Environment : AAS
TPPBLTSCEM01,PG Dip Built Environment : CEM
TPPBLTSFEM01,PG Dip Built Environment : FEM
TPPBLTSHFT01,PG Dip Built Environment : Housing Futures
TPPBLTSPEM01,PG Dip Built Environment : PEM
TPPBLTSSUS01,PG Dip Built Environment : Sustainable Heritage
TPPBLTSURB01,PG Dip Built Environment : Urban Design
TPPDEVSEPD01,PG Dip Development and Planning: Euro Prop D&P
TPPDEVSING01,PG Dip Development and Planning
TPPDEVSTCP01,PG Dip Development and Planning: Tn & Cntry Plng
TPPDEVSURG01,PG Dip Development and Planning: Urban Regen
TPPDEVSCCC01,"PG Dip Development and Planning: Cult, Con & C D"
TPPBLTSAAC01,PG Dip Built Environment : Adapt Archit & Computn
TPPDEVSDAP01,PG Dip Development and Planning: Devel Admin
TPPDEVSESD01,PG Dip Development and Planning: Env & Sust Dev
TPPDEVSHIS01,PG Dip Development and Planning: Int Hous Stud
UBSARCSURB01,BSc Urban Studies
UBSARLSING01,BSc Archaeology
UBSASTSPHY01,BSc Astrophysics
UBSBITSING01,BSc Biotechnology
UBSBMDSSCI01,BSc Biomedical Sciences
UBSBOCSING01,BSc Biochemistry
UBSBOLSCBD01,BSc Combined Biological Sciences
UBSBOLSENV01,BSc Environmental Biology
RAFBOLSING01,Affil Research: Biology
RAFCENSING01,Affil Research: Chemical Engineering
RAFCHESING01,Affil Research: Chemistry
RAFCIVSING01,Affil Research: Civil Engineering
RAFCLASING01,Affil Research: Classics
RAFCOMSING01,Affil Research: Computer Science
RAFDEVSING01,Affil Research: Development Planning
RAFDPHSING01,Affil Research: Dental Public Health
RAFECOSING01,Affil Research: Economics
RAFEDISING01,Affil Research: Dentistry
RAFEENSING01,Affil Research: Electronic & Electrical Eng
RAFENGSING01,Affil Research: English
RAFEPDSING01,Affil Research: Higher and Further Education
RAFEPISING01,Affil Research: Epidemiology
RAFFINSPRI01,Affil Research: Printmaking
RAFGCNSING01,Affil Research: Computational Neuroscience
RAFGEMSING01,Affil Research: Geomatic Engineering
RAFIONSING01,Affil Research: Neurological Studies
RAFITASING01,Affil Research: Italian
RAFLARSING01,Affil Research: Audiology
RAFLAWSING01,Affil Research: Law
RAFLIFSNCL01,Affil Research: Non-Clinical Studies
RAFLINSING01,Affil Research: Linguistics
RAFMATSING01,Affil Research: Mathematics
RAFMEDSING01,Affil Research: Clinical Pharmacology
RAFOPHSING01,Affil Research: Ophthalmology
RAFPHASING01,Affil Research: Pharmacology
RAFPHISING01,Affil Research: Philosophy
RAFPHISPOL01,Affil Research: Political Philosophy
ZMIRH3UEP,M.Sc. DEFENCE SYST ACQ
ZMIRF4Z6P,M.Phil. ARCHAEOLOGY
ZMIRP13EU,UG Non-Deg LIB/ARCH SPEC CS
ZMIRB9EHP,PG Non-Deg MEDIC FULL CS
ZMIRC7Z3P,M.Phil. BIOCHEMISTRY
ZMIRAZZVP,M.Phil. CARDIOVASC RESCH
UMSEARSEXP01,MSci Exploration Geophysics
UMSEARSGEL01,MSci Geology
UMSEARSPLS01,MSci Planetary Science
UMSMATAAST01,MSci Mathematics and Astronomy
UMSMATACOM01,MSci Mathematics and Computer Science
UMSMATAPHY01,MSci Mathematics and Physics
UMSMATASTA01,MSci Mathematics and Statistical Science
UMSMATSING01,MSci Mathematics
UMSMATWBOL01,MSci Mathematics with Biology
UMSMATWECO01,MSci Mathematics with Economics
UMSMATWTPH01,MSci Mathematics with Theoretical Physics
UMSMPHSING01,MSci Medical Physics
UMSPHSSING01,MSci Physical Sciences
UMSPHYSBKB01,MSci Physics
UMSPHYSING01,MSci Physics
UMSSTASINT01,MSci Statistical Science (International Prog)
UPCASTSING01,Coll Dip Astronomy
UPCINTSEGN01,Coll Dip International Study in Engineering
UPCITASSTU01,Coll Dip Italian Studies
TPPDEVSSDP01,PG Dip Development and Planning: Social Devel
TPPDEVSUDP01,PG Dip Development and Planning: Urb Devel Plan
TPPECOSFYR01,PG Dip Foundation Year in Advanced Economics
TPPPOLSING01,PG Dip Political Studies
TPPGEOSGLO01,PG Dip Geographies of Globalisation
TPPEMISING01,PG Dip Enterprise & the Management of Innovation
TPPLIBSING01,PG Dip Library and Information Studies
TCPARMSING01,PG Cert Archives and Records Management
TPPRAMSING01,PG Dip Records and Archives Management (Int)
RRDMEDSING01,Research Degree:  Medicine
RRDMEDSING02,Research Degree:  Medicine
RRDOBSSING01,Research Degree:  Obstetrics and Gynaecology
RRDSURSING01,Research Degree:  Surgery
RRDURLSING01,Research Degree: Institute of Urology
RRDURLSING02,Research Degree:  Institute of Urology
RRDCHISING01,Research Degree: Cent Hlth Infmtc & Multiprof Educ
TPPINFSSCI01,PG Dip Information Science
TCPINFSSCI01,PG Cert Information Science
TPPECPSING01,PG Dip Electronic Communication and Publishing
TCPECPSING01,PG Cert Electronic Communication and Publishing
TPPLINSING01,PG Dip Linguistics
TPPPHOSING01,PG Dip Phonetics
TPPEURSSTY01,PG Dip European Society
TPPEURSTHG01,PG Dip European Thought
TPPGERSHIS01,PG Dip German History
TPPFINSING01,PG Dip Fine Art
TPPEPDSHER01,PG Dip Higher Education Research and Development
TPPEPDSACA01,PG Dip Academic Practice
TPPEPDSALP01,PG Dip Adult Learning & Professional Development
TPPMEDSEDU01,PG Dip Medical Education
RRDCHISING02,Research Degree: Cent Hlth Infmtc & Multiprof Educ
RAFHPSSSTS01,Affil Research: Science and Technology Studies
RAFHUMSCMN01,Affil Research: Human Communication Sciences
RAFICHSING01,Affil Research: Child Health
UAFANTSING01,Affiliate Anthropology
UAFBARSING01,Affiliate Bartlett
ZMIRA3ZJP,M.Phil. VIROLOGY
ZMIRF4DEU,Coll Dip ARCHAEOL CONSRV
ZMIRAZZLP,M.Phil. MOLEC CARDIOLOGY
ZMIRA3ZUP,M.Phil. SURGERY
ZMIRA9ZCP,M.Phil. BIOPHYSICS
ZMIRQ12EU,Affil - Cat 1 PHONETICS
ZMIRL60AU,B.Sc. (Intercal) HUMAN BIOL
ZMIRVQ71U,B.A. PHILOS & LING
ZMIRB93EU,UG Non-Deg MEDIC SPEC CS
ZMIRK1E4P,Grad Dip ARCHITECTURE
ZMIRH22EU,Affil - Cat 1 PHOTOGRAMMETRY
ZMIRC5Z3P,M.Phil. MEDICAL MICRO
ZMIRC1Z9P,M.Phil. NEURAL COMPUTN
ZMIRB9Z2P,M.Phil. EPIDEMIOLOGY
ZMIRF4U8P,M.Sc. ARCHAEOL CONSERV
ZMIRB1Z4P,M.Phil. CELL PHYSIOLOGY
ZMIRT93EU,UG Non-Deg ARTS SPEC CS
ZMIRQ1Z1P,M.Phil. EXPERMNT PHONET
RRDGCNSMBP01,Research Degree: Gatsby CNU (MB PhD programme)
RRDIMMSMBP01,Research Degree:  Immunol & Mol Path (MB PhD prog)
RRDIFCSMBP01,Research Degree:  Infection (MB PhD programme)
RRDWOLSMBP01,Research Degree: Wolfson Inst (MB PhD programme)
RRDICHSMBP01,Research Degree:  Inst Child Health (MB PhD prog)
RRDGYNSING01,Research Degree:  Gynaecological Oncology
RMPARCSTOW01,MPhil Town Planning
RMPPHISING01,Structured Research Degree:  Philosophy
RAFANASING01,Affil Research: Anatomy
RAFANTSING01,Affil Research: Anthropology
RAFARCSING01,Affil Research: Architecture
RAFARCSPLS01,Affil Research: Planning Studies
RAFARLSING01,Affil Research: Archaeology
RAFGEOSING01,Affil Research: Geography
RAFHARSING01,Affil Research: History of Art
RAFHEBSJEW01,Affil Research: Hebrew and Jewish Studies
RAFHISSING01,Affil Research: History
RRDRLWSING01,Research Degree:  RLW Inst Neurological Studies
RRDPAESING01,Research Degree:  Paediatrics and Child Health
RRDNUCSING01,Research Degree:  Nuclear Medicine
RRDONCSING01,Research Degree:  Oncology
RRDONCSING02,Research Degree:  Oncology
RRDIMMSING02,Research Degree:  Immunology & Molecular Pathology
RRDIFCSING01,Research Degree:  Infection
RRDIFCSING02,Research Degree:  Infection
RRDEDISING01,Research Degree: Eastman Dental Institute
RRDEDISING02,Research Degree:  Eastman Dental Institute
RRDIONSING01,Research Degree: Institute of Neurology
RRDIONSING02,Research Degree:  Institute of Neurology
RRDCLNSING01,Research Degree:  Clinical Neurosciences
RRDPRISING01,Research Degree:  Primary Care and Population Sci
RRDPRISING02,Research Degree:  Primary Care and Population Sci
TPPIONSCLN01,PG Dip Clinical Neurology
TPPURLSING01,PG Dip Urology
TCPDEVSING01,PG Cert Development Planning
TCPEPDSLTH01,PG Cert Learning and Teaching in HE
TCPPSYSSTR01,PG Cert Stress Management
TCPBIPSPRI01,PG Cert Principles of Bioprocessing
TCPEARSNHI01,PG Cert Natural Hazards for Insurers
TCPHYPSCLA01,PG Cert Clinical and Applied Hypnosis (Modular)
TCPHYPSMED01,PG Cert Hypnosis Applied to Medicine (Modular)
TCPCRISDET01,PG Cert Crime Detection
TCPBIPSDOW01,PG Cert Downstream Processing - Bioprocess Spec
TCPBIPSFER01,PG Cert Fermentation Bioprocessing
UPGEPISCDH01,Grad Dip Community Dental Health
UPUINTSEGN01,UG Dip International Study in Engineering
UPUITASSTU01,UG Dip Italian Studies
UPHHARSFDA05,Higher UG Dip Hist & Techniques FDA
UPGSTASING01,Grad Dip Statistics
UPGARCSING01,Grad Dip Architecture
UPGARCSTCP01,Grad Dip Town and Country Planning
UPGSYSSMGT01,Grad Dip Systems Engineering Management
TCPEDISEND01,PG Cert Endodontics
TMACBESING01,MA Comparative Business Economics
TMAARLSFLD01,MA Field Archaeology
RRDEINSING01,Research Degree:  Ear Institute
RRDORTSING01,Research Degree:  Inst of Orthopaedics & Musk Sci
RRDMPHSING01,Research Degree:  Medical Physics & Bioengineering
RRDEESSING01,Research Degree: SSEES
RRDNEUS4YR01,Research Degree:  Neuroscience (4 years)
RRDGNDSING01,Research Degree:  Gender Studies
RRDMEDS4YG01,Research Degree:  Genetic Medicine (4 years)
RRDXXXSING01,Research Degree
RRDANASMBP01,Research Degree:  Anatomy & Dev Biol (MB PhD prog)
RRDBOCSMBP01,Research Degree:  Biochem & Mol Biol (MB PhD prog)
UAFCOMSING01,Affiliate Computer Science
UAFDUTSING01,Affiliate Dutch
UAFECOSING01,Affiliate Economics
UAFGERSING01,Affiliate German
UAFHEBSING01,Affiliate Hebrew and Jewish Studies
UAFMECSING01,Affiliate Mechanical Engineering
UAFMEDSING01,Affiliate Medicine (Preclinical)
UAFMPHSING01,Affiliate Medical Physics
UAFPHASING01,Affiliate Pharmacology
UAFPHISING01,Affiliate Philosophy
UAFPHLSING01,Affiliate Physiology
UAFPHYSING01,Affiliate Physics and Astronomy
UAFPOLSING01,Affiliate Political Studies
UAFPSYSING01,Affiliate Psychology
UAFSPASING01,Affiliate Spanish
UAFESPSING01,Affiliate European Social and Political Studs
RAFONCSING01,Affil Research: Oncology
TCPEPDSING01,PG Cert Learning Technologies
RRDBARSGST02,Research Degree:  Bartlett School of Grad Studs
DDYPSYSEDU06,DEdPsy Educational and Child Psychology
TMSEDISCDP06,MSc Paediatric Dentistry
TMSENVSING01,MSc Environmental Systems Engineering
UPGHARSING01,Graduate Diploma The History of Art
TMACLASAAL01,MA Classical Art and Archaeology
UBALNGSMOP06,BA Modern Language Plus
ZMIRV1UCP,M.A. HIST EURO LABMVT
ZMIRH81SU,M.Eng. CHEM & ENV ENG
ZMIRH101U,B.Eng. ENGINEERING
ZMIRV67EU,Affil - Cat 1 EGYPTOLOGY
UAFBENSING01,Affiliate Biochemical Engineering
UAFEARSING01,Affiliate Earth Sciences
UAFEENSING01,Affiliate Electronic & Electrical Engineering
UAFEESSING01,Affiliate SSEES
UAFECSSING01,Affiliate European Cultural Studies
UAFFRESING01,Affiliate French
UAFGEMSING01,Affiliate Geomatic Engineering
UAFGEOSING01,Affiliate Geography
UAFHARSING01,Affiliate History of Art
UAFHISSING01,Affiliate History
UAFITASING01,Affiliate Italian
UAFMANSING01,Affiliate Management Studies
UAFMATSING01,Affiliate Mathematics
UAFCLISING01,Affiliate Medicine (Clinical)
UAFMESSING01,Affiliate Modern European Studies
TMSPOWSING01,MSc Power Systems Engineering
TMAENGSSHK01,MA English: Shakespeare in History
TPPEPDSING01,PG Dip Learning Technologies
RAFPHLSING01,Affil Research: Physiology
RAFPSYSING01,Affil Research: Psychology
RAFRUSSING01,Affil Research: Russian Studies
RAFSTASING01,Affil Research: Statistical Science
RAFTRNSING01,Affil Research: Transport Studies
RAFURLSING01,Affil Research: Urology
RAFIMNSING01,Affil Research: Immunology
RAFNUCSMED01,Affil Research: Nuclear Medicine
UMSMATAAST06,MSci Mathematics and Astrophysics
RAFMEDSHEP01,Affil Research: Hepatology
TPPCOMSINF01,PG Dip Information Security
TCPBLTSAAS01,PG Cert Built Environment : AAS
TCPBLTSURB01,PG Cert Built Environment : Urban Design
ZMIRB9EKP,PG Non-Deg MEDIC SPEC CS
ZMIRR8U3P,M.A. SEES: LANG &LIT
ZMIRL1UAP,M.Sc. ECON PUBL POLICY
ZMIRC808U,B.Sc. PSYCH W COG SCI
UAFSCASING01,Affiliate Scandinavian Studies
TPPICHSCLP06,PG Dip Clinical Paediatrics
TCPICHSPRM01,PG Cert Paediatric Research Methods
TCPICHSADP01,PG Cert Advanced Paediatrics
TMSIFCSMYC01,MSc Medical Mycology
TPPEDISSCD01,PG Dip Special Care Dentistry
TMSIONSBRN01,MSc Brain and Mind Sciences
TMREESSING01,MRes East European Studies
TMAESSSING01,Int MA Econ State & Soc w ref to C&E Eur & Rus
TPPNANSING01,PG Dip Nanotechnology
TPPCRISPRD01,PG Dip The Prevention and Detection of Crime
TMAEPDSEDU01,MA Education
TPPEPDSEDU01,PG Dip Education
TCPEPDSLTH06,PG Cert Learning and Teaching in HE
TCPEPDSLTC01,PG Cert Learning Technologies
ZMIRA4Z5P,M.Phil. DENT PUBL HEALTH
ZMIRRRFTU,B.A. GERMAN & DANISH
ZMIRC80MU,B.Sc. (Intercal) PSYCHOL (INTCOL)
ZMIRK1Z2P,M.Phil. ARCHITECTURE
ZMIRV61EU,Affil - Cat 1 MED ARCHAEOLOGY
ZMIRC1ZAP,M.Phil. NEUROBIOLOGY
ZMIRA4EDP,Affil - Cat 1 BMS INTRO CRSE
ZMIRH8ENP,Affil Research CHEM/BIOCHEM ENG
ZMIRRL28U,B.A. MOD EUR STUD-GG
ZMIRV5Z1P,M.Phil. HIST & PHIL SCI
ZMIRJ6EHP,PG Non-Deg POST-M.SC.(D&M)
ZMIRH2USP,M.Sc. NL DYNMC &CHAOS
ZMIRJ9U3P,M.Sc. ERGONOMICS
ZMIRH673U,B.Eng. ELEC W MED ELEC
ZMIRF9Z5P,M.Phil. REMOTE SENSING
ZMIRF8E1P,Affil - Cat 1 GEOGRAPHY
ZMIRF352U,B.Sc. PHYS FOR TECH
ZMIRG1Z2P,M.Phil. MOD BIOL COMPLX
ZMIRP200U,B.Sc. INF SCI
ZMIRB2Z2P,M.Phil. IMMUNOPHARMACOL
ZMIRR3Z1P,M.Phil. ITALIAN
ZMIRV9EHP,PG Non-Deg ARTS FULL CS
ZMIRC6Z1P,M.Phil. BIOPHYSICS
ZMIRA9ZHP,M.Phil. MOLEC GENETICS
ZMIRF3N1U,B.Sc. PHYS W MAN STUD
ZMIRA3EYP,Coll Cert PLAN FR EYE CRE
ZMIRAZZWP,M.Phil. MENTAL HEALTH
ZMIRGG45U,B.Sc. STATS & COMPSCI
ZMIRB95EU,Affil - Cat 1 SPEECH SCIENCES
ZMIRVR18U,B.A. HIST & RUSSIAN
ZMIRV4Z1P,M.Phil. HISTORY OF ART
ZMIRG1R9U,B.Sc. MATHS W EURLANG
ZMIRRRGRU,B.A. GERMAN &NRWGIAN
